text,author,score,datetime
"The cheapest ""anything"" in the country probably won't be a good indication of what you can get if you go to the used market in general.",@zbyszanna,205,2024-04-14T13:51:18Z
Pretty easy to replace the battery of this car. And not that expensive.,@MegaDraadloos,1,2024-04-14T13:50:04Z
"2013 is a quite new car, many combustion cars are running for over 30 years in poorer countries.",@DeyvsonMoutinhoCaliman,0,2024-04-14T13:45:07Z
"What a miserable driving experience !  £21000+ new.. it's done only 44,000 miles and it's on its last legs... A range of 60 miles with constant vigilance of accessory use.. no wonder it's mouldy, probably never had the heater working... Why oh Why oh Why ?",@jamesgraham6122,0,2024-04-14T13:41:04Z
please do consider a battery upgrade. keen to see the build in the future,@stevyop99,0,2024-04-14T13:40:41Z
He droves 100m and spent 2 miles of range. UK boys pls help with calculations,@glebudovychenko8658,0,2024-04-14T13:37:40Z
Scotty Kilmer just said it's a great time to buy a used EV.  He sure seemed to enjoy the Tesla he drove in.,@GWAForUTBE,0,2024-04-14T13:36:57Z
Lol you have the RAC on speed dile... i waited 5 hours on a tuesday night for a jump start from them.. They are in no way speedy,@TheToastPeople,0,2024-04-14T13:24:16Z
"Carwow trying to inject some life into the used EV market. “Look guys, its not the worst, trust me”",@timvarley8589,0,2024-04-14T13:00:19Z
I live near Cleveleys I thought wow a real shop but its spelt different never mind lol,@mrv8rick2,0,2024-04-14T12:58:53Z
"Test a 5 year old Tesla 3 - that's an EV that might be worth buying used.

EVs before the Model 3 were either super expensive or garbage in general.

For £1500, that Leaf will probably be bought up by people with large driveways, just as a spare car to nip to the shops in.

It's like having an old bike to ride in the city where it might get robbed.",@TechRyze,0,2024-04-14T12:54:07Z
"In the UK, the average daily commute is 13 miles..! So this is the market, if they can charge it twice a week, perfect..!",@delboy7039,0,2024-04-14T12:46:05Z
Electric windows on an electric car . . . why ?,@essenegnostic8711,0,2024-04-14T12:43:28Z
"A 10 year old car, and it's worth scrap value only. I had a Hyundai coupe that was 15 years old, had 143k miles on the clock, and I would still get between 36 and 38 MPG. When I filled it up, it would have a range of around 450 miles.",@iggysfriend4431,0,2024-04-14T12:41:35Z
Here in the US the EV market is collapsing. Used ones will be cheep but no one around will service them. It’s better to just junk them. Us mechanics refuse to even work on them.,@DrEd-th2lu,0,2024-04-14T12:32:16Z
"If you buy it used and it has a lease battery ask nissan to come and remove it.
They won't and then it's yours.",@TheWebstaff,0,2024-04-14T12:30:30Z
"Used?! Haaaaa, even the new ones are...",@RCmadness888,0,2024-04-14T12:21:54Z
"You can set Google maps to navigate using shortest route, too.",@WhiskeyNixon,0,2024-04-14T12:19:35Z
"I'm not sure this Leaf is representative for the age and mileage re. battery degradation for a UK car .  Just to offer some alternative stats. my car is a 24kW, is the same year and has covered 100k miles but has 82% of battery capacity remaining, 86 miles is the best range I've seen on the dash although I think low 70s is more realistic.  Leaf spy suggests its had 115 fast charges and 7000 slower ones.  
PS My car is tatty but was considerably cheaper that £1500",@paulbradbury4612,0,2024-04-14T12:16:26Z
"Ev battery’s have definitely gotten better by looking at this video, we have the Maxus delivery 9 ev’s in our fleet at work and some of them have already done the amount this Nissan has done and there’s no sign of battery degradation as of yet. The manufacturer specified they do 220 miles, but even when new they shown 178 miles with a full battery, and to be fair it is accurate, even when fully loaded weighing 4.2T. The reliability isn’t too bad, we have had a few that had problems where they wouldn’t accept a fast charge and had to be looked at but other than that they’re good.

I think the biggest issue with EVs are the fact the public fast chargers are ridiculously expensive compared to the fuel alternative, to fully charge the van at a fast charger it costs around £100, so that’s £100 for 178 miles compared to a diesel that would travel 300+ miles with the same amount. Then you have the limited ev charger’s themselves, if we’re lucky enough to find a space on a charge point, you’re guaranteed to have people show up knocking on your window asking how long you’re going to be, the other day I went to a charge station I known to always have free spaces to turn up and see them all full with 3 evs queued at the side waiting to get in, all 10 spaces full.",@XxGreedyMagiiCxX,0,2024-04-14T12:08:59Z
RAC do offer a battery top up- ie they have a generator and can charge the car,@steveyoung8376,0,2024-04-14T11:53:46Z
the zoe is better old EV as it has thermal management of the battery and a lower degradation,@steveyoung8376,0,2024-04-14T11:52:47Z
Pmsl you said AA and RAC turned up to rescue,@jsrides2065,0,2024-04-14T11:50:39Z
"After watching this video, I went to carwow to buy one and they are all 9k +. Smh",@4Ezr,0,2024-04-14T11:49:39Z
Future my ass electric is not the way to go 60 miles on a full charge is a joke that wont even get some people to and from work i think ill stick with my 2013 fabia 1.2 which wont give me range anxiety and wont lower range by turning heater and radio on etc,@Lambo-mh9gg,1,2024-04-14T11:49:33Z
They are worth fuck all and the second hand market will crash. Im laughing cause my Skoda deisel is worth more. And i can get 10 dead bodies in the back.( Its a Superb estate) and the wank DVLA send me a road tax demand for ZERO . If i don't regiter ive paid ZERO i get fined 80 quid !. Fucking bonkers Britain.,@colingregson8653,0,2024-04-14T11:49:26Z
"Why don‘t you use a decent used EV?

Golf, Ioniq, i3, Zoe,…. all decent, but no, let‘s pick the absolute worst 🤡",@thomasschraubt7497,0,2024-04-14T11:48:19Z
future classic along with model s,@steveyoung8376,0,2024-04-14T11:40:56Z
"I bought a 2014 leaf for £1600 in January, it has over 200,000 miles and a 72% soh. So far I have rebuilt the siezed parking brake cables, redone the rear brakes, cured the leak in the trunk/boot and replaced a front shock. It already had a charging fault (another common fault) and a new 6.6kw charger had been fitted. I charge at home and havn't noticed my electricity bill rising, it's really only good for short trips, but still a good car.",@dombutler7685,4,2024-04-14T11:39:59Z
"44k miles for £1500? I got excited and had a look myself: The cheapest comparable I can find on autotrader 3 days after this video is published is over £1k more, closer to £3k. Double the initial price turns me off a bit",@Ashkinda,0,2024-04-14T11:36:41Z
put an eco flow in the boot,@steveyoung8376,0,2024-04-14T11:36:09Z
"I can relate to this, it's like having a slow puncher on a motorcycle, you hope to get to where you're going .",@annbullock7622,0,2024-04-14T11:36:06Z
"cleverly can repair batteies , the 30kwh leaf isnt so good chemistry",@steveyoung8376,0,2024-04-14T11:34:12Z
not many leafs were leased?only zoe and you now can buy the battery out.,@steveyoung8376,0,2024-04-14T11:33:50Z
"Carwow: you're not doing a good job of selling the EV dream there, lol! 🙈",@Andy-eo3mq,0,2024-04-14T11:29:52Z
"the origianal leaf never went over 100 miles. how many battery bars, that shows degradation, did you use leaf spy?",@steveyoung8376,1,2024-04-14T11:28:43Z
"£1500? I doubt that, unless that's what Carwow paid for it. The cheapest car of any type on carwow is £3749 at the moment",@stevec00ps,0,2024-04-14T11:25:07Z
In short. Yes and new EV’s are a scam too,@pieman-nj7db,0,2024-04-14T11:21:27Z
"With those cars, the first thing to do is to book a traction battery replacement in your nearest Nissan service and only after buying the car.",@rjft7003,0,2024-04-14T11:20:15Z
You're doing a Bjorn zero mile test.,@wojciechkruzel6569,0,2024-04-14T11:12:49Z
"If you lease the battery, Nissan will have to replace it though right?",@gojeta1982,5,2024-04-14T11:07:19Z
"Unless you are going to do track racing, why would you need 1HP for every mile of range? It doesn't make sense.",@williamgeorgefraser,0,2024-04-14T11:04:58Z
"I almost bought a Nissan Leaf 3 years ago but opted for a Honda Jazz hybrid instead. That said, my annual mileage is no more than 2500 or 200 a month. A weekly charge would do me given my trips are rarely more than 5 miles each way - usually less. I think these older EVs are useable as suggested for a motorist who does mainly local stuff.",@peterowen4456,6,2024-04-14T11:03:13Z
It's also a major factor that it's in England. You basically don't have winter or minus temperature there.,@justMeck,4,2024-04-14T11:00:14Z
"Nicer than a golf cart, which is more expensive.",@Norm100ful,0,2024-04-14T10:58:29Z
"Unless you can charge your toy car at home, they are shizz. There's is no advantage as far as I can see to own an electric car vs. a combustion engine car. A hybrid car from Toyota can smoke an EV on every aspect.",@Mirceabalea,0,2024-04-14T10:58:22Z
”Life as a service” loading…,@badluckdaniel,0,2024-04-14T10:49:05Z
"Car is useless, a moped has more range, imagine having the heating and lights on..",@MrSimplesimon007,0,2024-04-14T10:47:25Z
"Pick one of the most basic, early EVs without any thermal management at all.  Had he chosen a Zoe things would have been different because they did have a form of thermal management.  And don't forget the range of an early leaf was as low as 74miles.  So 60+ after ten years isn't actually that bad.  Finally second hand ice cars are always perfect aren't they?",@brianbarcroft9167,1,2024-04-14T10:43:08Z
Lets ignore the facts around making the batteries 😂 it is more poluting then any 2 litre engine😂running its entire life😂,@Sassenhaim,0,2024-04-14T10:36:54Z
My work commute is around 5 miles per day this would be great for me and would only need to recharge once a week at a cost of £3 per week really worth it .,@dannybryan88,0,2024-04-14T10:27:44Z
